Year,Period,Label,Value,12-Month % Change,Month
1980,M12,1980 Dec,84.9,12.2,12/31/1980
1981,M01,1981 Jan,85.3,11.4,1/31/1981
1981,M02,1981 Feb,85.7,10.9,2/28/1981
1981,M03,1981 Mar,86.1,10,3/31/1981
1981,M04,1981 Apr,86.8,9.5,4/30/1981
1981,M05,1981 May,87.8,9.5,5/31/1981
1981,M06,1981 Jun,88.7,9.4,6/30/1981
1981,M07,1981 Jul,89.9,11.1,7/31/1981
1981,M08,1981 Aug,90.7,11.6,8/31/1981
1981,M09,1981 Sep,91.9,11.8,9/30/1981
1981,M10,1981 Oct,92.3,10.9,10/31/1981
1981,M11,1981 Nov,92.7,10.2,11/30/1981
1981,M12,1981 Dec,93,9.5,12/31/1981
1982,M01,1982 Jan,93.2,9.3,1/31/1982
1982,M02,1982 Feb,93.5,9.1,2/28/1982
1982,M03,1982 Mar,93.7,8.8,3/31/1982
1982,M04,1982 Apr,94.5,8.9,4/30/1982
1982,M05,1982 May,95.4,8.7,5/31/1982
1982,M06,1982 Jun,96.3,8.6,6/30/1982
1982,M07,1982 Jul,96.7,7.6,7/31/1982
1982,M08,1982 Aug,97.1,7.1,8/31/1982
1982,M09,1982 Sep,97.3,5.9,9/30/1982
1982,M10,1982 Oct,97.7,5.9,10/31/1982
1982,M11,1982 Nov,97.6,5.3,11/30/1982
1982,M12,1982 Dec,97.2,4.5,12/31/1982
1983,M01,1983 Jan,97.6,4.7,1/31/1983
1983,M02,1983 Feb,97.9,4.7,2/28/1983
1983,M03,1983 Mar,98.1,4.7,3/31/1983
1983,M04,1983 Apr,98.6,4.3,4/30/1983
1983,M05,1983 May,98.8,3.6,5/31/1983
1983,M06,1983 Jun,99.1,2.9,6/30/1983
1983,M07,1983 Jul,99.6,3,7/31/1983
1983,M08,1983 Aug,100,3,8/31/1983
1983,M09,1983 Sep,100.7,3.5,9/30/1983
1983,M10,1983 Oct,101.3,3.7,10/31/1983
1983,M11,1983 Nov,101.8,4.3,11/30/1983
1983,M12,1983 Dec,101.9,4.8,12/31/1983
1984,M01,1984 Jan,102.3,4.8,1/31/1984
1984,M02,1984 Feb,102.6,4.8,2/29/1984
1984,M03,1984 Mar,103,5,3/31/1984
1984,M04,1984 Apr,103.5,5,4/30/1984
1984,M05,1984 May,103.9,5.2,5/31/1984
1984,M06,1984 Jun,104.2,5.1,6/30/1984
1984,M07,1984 Jul,104.6,5,7/31/1984
1984,M08,1984 Aug,105.1,5.1,8/31/1984
1984,M09,1984 Sep,105.8,5.1,9/30/1984
1984,M10,1984 Oct,106.3,4.9,10/31/1984
1984,M11,1984 Nov,106.5,4.6,11/30/1984
1984,M12,1984 Dec,106.7,4.7,12/31/1984
1985,M01,1985 Jan,106.9,4.5,1/31/1985
1985,M02,1985 Feb,107.4,4.7,2/28/1985
1985,M03,1985 Mar,107.9,4.8,3/31/1985
1985,M04,1985 Apr,108.2,4.5,4/30/1985
1985,M05,1985 May,108.6,4.5,5/31/1985
1985,M06,1985 Jun,108.8,4.4,6/30/1985
1985,M07,1985 Jul,109,4.2,7/31/1985
1985,M08,1985 Aug,109.4,4.1,8/31/1985
1985,M09,1985 Sep,110,4,9/30/1985
1985,M10,1985 Oct,110.7,4.1,10/31/1985
1985,M11,1985 Nov,111.2,4.4,11/30/1985
1985,M12,1985 Dec,111.3,4.3,12/31/1985
1986,M01,1986 Jan,111.6,4.4,1/31/1986
1986,M02,1986 Feb,111.9,4.2,2/28/1986
1986,M03,1986 Mar,112.3,4.1,3/31/1986
1986,M04,1986 Apr,112.7,4.2,4/30/1986
1986,M05,1986 May,112.9,4,5/31/1986
1986,M06,1986 Jun,113.1,4,6/30/1986
1986,M07,1986 Jul,113.5,4.1,7/31/1986
1986,M08,1986 Aug,113.8,4,8/31/1986
1986,M09,1986 Sep,114.5,4.1,9/30/1986
1986,M10,1986 Oct,115.1,4,10/31/1986
1986,M11,1986 Nov,115.4,3.8,11/30/1986
1986,M12,1986 Dec,115.5,3.8,12/31/1986
1987,M01,1987 Jan,115.8,3.8,1/31/1987
1987,M02,1987 Feb,116.1,3.8,2/28/1987
1987,M03,1987 Mar,116.8,4,3/31/1987
1987,M04,1987 Apr,117.4,4.2,4/30/1987
1987,M05,1987 May,117.6,4.2,5/31/1987
1987,M06,1987 Jun,117.7,4.1,6/30/1987
1987,M07,1987 Jul,118,4,7/31/1987
1987,M08,1987 Aug,118.6,4.2,8/31/1987
1987,M09,1987 Sep,119.4,4.3,9/30/1987
1987,M10,1987 Oct,120.1,4.3,10/31/1987
1987,M11,1987 Nov,120.5,4.4,11/30/1987
1987,M12,1987 Dec,120.4,4.2,12/31/1987
1988,M01,1988 Jan,120.8,4.3,1/31/1988
1988,M02,1988 Feb,121.1,4.3,2/29/1988
1988,M03,1988 Mar,121.9,4.4,3/31/1988
1988,M04,1988 Apr,122.4,4.3,4/30/1988
1988,M05,1988 May,122.7,4.3,5/31/1988
1988,M06,1988 Jun,123,4.5,6/30/1988
1988,M07,1988 Jul,123.3,4.5,7/31/1988
1988,M08,1988 Aug,123.8,4.4,8/31/1988
1988,M09,1988 Sep,124.7,4.4,9/30/1988
1988,M10,1988 Oct,125.5,4.5,10/31/1988
1988,M11,1988 Nov,125.8,4.4,11/30/1988
1988,M12,1988 Dec,126,4.7,12/31/1988
1989,M01,1989 Jan,126.4,4.6,1/31/1989
1989,M02,1989 Feb,126.9,4.8,2/28/1989
1989,M03,1989 Mar,127.6,4.7,3/31/1989
1989,M04,1989 Apr,128,4.6,4/30/1989
1989,M05,1989 May,128.3,4.6,5/31/1989
